repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
collaboratory	FI253109	e4c595fa-2714-5831-b02a-4a3a327bb4b9	VCF	c569b867-dadd-4591-af17-7e9b74699561.dkfz-snvCalling_1-0-132-1.20150604.somatic.snv_mnv.vcf.gz	191009	6a1600c38ffba1ad22d260a0dee28206	38644fb3-3375-5f15-87b5-cb087059412c	DO6382	CLLE-ES	PCAWG
collaboratory	FI253113	34528444-a8a5-5bdf-af42-d285b561ce25	VCF	c569b867-dadd-4591-af17-7e9b74699561.dkfz-indelCalling_1-0-132-1.20150604.somatic.indel.vcf.gz	1192925	329e0f50cceff07cb923143bc0812a26	69c9c8ed-1077-5074-a84e-b89b99657608	DO6382	CLLE-ES	PCAWG
collaboratory	FI253124	4e9203ac-0706-54ca-8e08-0daaf4f3fc5a	VCF	c569b867-dadd-4591-af17-7e9b74699561.MUSE_1-0rc-vcf.20150918.somatic.snv_mnv.vcf.gz	91711	c935a3900e86a68bd6f22d437f50e39b	73433835-3ef4-5f64-91cd-d84d7a87ba37	DO6382	CLLE-ES	PCAWG
collaboratory	FI253133	c472a612-f6f4-5c14-bd9f-c7c68589f2bf	VCF	6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f.dkfz-indelCalling_1-0-132-1.20150604.somatic.indel.vcf.gz	2652221	2b00b90b3a45db57534112316d186142	6ac5e4cd-7181-5e8a-a37b-7eb2a466abdb	DO52709	CLLE-ES	PCAWG
collaboratory	FI253137	b2c63528-1ad5-5aee-abb6-32beed492524	VCF	6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f.dkfz-snvCalling_1-0-132-1.20150604.somatic.snv_mnv.vcf.gz	343126	83d62bcd4997d65a142fcbe7fab905db	67491264-2cc7-5a5c-805a-07ceda47457e	DO52709	CLLE-ES	PCAWG
collaboratory	FI253148	9061396d-9670-51ee-8c08-82acbcb4290c	VCF	6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f.MUSE_1-0rc-vcf.20150918.somatic.snv_mnv.vcf.gz	135794	c4ade84b65ad97caf6c79753ccb8d860	f36dd31a-4155-5c2a-85d8-54512e18d97e	DO52709	CLLE-ES	PCAWG
collaboratory	FI253159	99655ac9-9ed7-5df0-9c32-ace04a98118c	VCF	537cccf2-fb25-448b-813e-ca5d5642b910.dkfz-indelCalling_1-0-132-1.20150607.somatic.indel.vcf.gz	2264768	d873e6cb5842a93a706a1e5e73c15c99	2e04a4de-39fe-54db-b68a-c922233bf26c	DO6386	CLLE-ES	PCAWG
collaboratory	FI253161	1b199971-e672-5adb-b450-992816ac0ed9	VCF	537cccf2-fb25-448b-813e-ca5d5642b910.dkfz-snvCalling_1-0-132-1.20150607.somatic.snv_mnv.vcf.gz	363589	0a8e121c23a152f86b006f3329c150d7	1f58173a-dfcc-5b27-8c33-be2ec4ab35c9	DO6386	CLLE-ES	PCAWG
collaboratory	FI253172	fe6ce540-0aa2-5b09-95dd-a7f469a3cce1	VCF	537cccf2-fb25-448b-813e-ca5d5642b910.MUSE_1-0rc-vcf.20150918.somatic.snv_mnv.vcf.gz	132768	393df08b78735a9b75518a524b91f627	3be10964-0855-55d6-bf0e-88bcfd4e2a11	DO6386	CLLE-ES	PCAWG
collaboratory	FI253181	581c17cd-d335-53f7-a1cc-bf362adb0a79	VCF	8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6.dkfz-snvCalling_1-0-132-1.20150607.somatic.snv_mnv.vcf.gz	220021	42f043ff3b111acda71f8bee31bc1d37	2e0f6bfc-8cff-565a-8a47-a2fd73ffff1e	DO6388	CLLE-ES	PCAWG
